22.54	=5.84*10^6	=16.17*10^9
316.80	=2.71*10^6	=146.37*10^9
4.12	=27.17*10^6	=3.15*10^9
94.74	=41.78*10^6	=567.29*10^9
215.09	=1.98*10^6	=75.41*10^9
9.44	=5.14*10^6	=4.97*10^9
25.03	=21.65*10^6	=128.05*10^9
159,300.00	826,891.00	=2.11*10^12
34.29	=3.80*10^6	=10.72*10^9
54.09	=10.33*10^6	=67.14*10^9
73.06	=27.10*10^6	=189.96*10^9
568.77	=1.49*10^6	=383.91*10^9
740.70	=26.72*10^6	=3.58*10^12
102.50	=19.53*10^6	=1.35*10^12
35.17	=5.65*10^6	=65.82*10^9
186.63	=2.78*10^6	=186.18*10^9
32.60	=35.48*10^6	=161.40*10^9
11.04	=31.11*10^6	=114.90*10^9
78,200.00	655,528.00	=12.74*10^12
43.20	=28.94*10^6	=355.96*10^9
769,000.00	142,744.00	=22.91*10^12
445.85	=2.21*10^6	=26.79*10^9
944.00	950,200.00	=415.22*10^9
39.94	=8.86*10^6	=177.93*10^9
1,203.50	=10.92*10^6	=2.78*10^12
1,312.00	=6.74*10^6	=1.73*10^12
1,250,000.00	412,429.00	=163.67*10^12
1,745.50	=12.28*10^6	=1.82*10^12
129.80	=19.91*10^6	=1.22*10^12
43.13	=14.97*10^6	=25.42*10^9
35.91	=10.58*10^6	=36.30*10^9
2.88	=85.03*10^6	=2.55*10^9
73.88	=9.14*10^6	=123.82*10^9
7.65	=10.79*10^6	=28.41*10^9
19.29	802,384.00	=6.08*10^9
68.39	=1.57*10^6	=34.02*10^9
248.13	=5.09*10^6	=30.78*10^9
17.91	=2.61*10^6	=5.70*10^9
29.94	641,233.00	=27.66*10^9
25.66	=22.91*10^6	=257.47*10^9
37.65	=2.42*10^6	=4.65*10^9
126.50	=7.89*10^6	=104.16*10^9
19.53	287,861.00	=6.22*10^9
