23.36	=7.98*10^6	=16.72*10^9
333.63	=3.90*10^6	=153.96*10^9
4.13	=33.35*10^6	=3.17*10^9
97.98	=48.95*10^6	=583.82*10^9
218.85	=2.53*10^6	=76.99*10^9
9.59	=8.30*10^6	=5.01*10^9
24.43	=33.63*10^6	=125.71*10^9
171,500.00	467,400.00	=2.27*10^12
36.14	=3.58*10^6	=11.44*10^9
52.64	=13.59*10^6	=65.70*10^9
73.63	=38.91*10^6	=193.17*10^9
573.48	=1.52*10^6	=392.07*10^9
775.30	=8.70*10^6	=3.73*10^12
107.50	=28.56*10^6	=1.37*10^12
35.07	=11.51*10^6	=65.63*10^9
187.38	=2.82*10^6	=186.93*10^9
34.17	=28.58*10^6	=168.04*10^9
11.56	=46.59*10^6	=122.24*10^9
77,100.00	627,704.00	=12.56*10^12
44.79	=41.61*10^6	=364.78*10^9
794,000.00	91,178.00	=23.66*10^12
459.09	=3.15*10^6	=27.09*10^9
936.00	=1.80*10^6	=426.79*10^9
40.28	=13.42*10^6	=179.44*10^9
1,249.50	=4.00*10^6	=3.03*10^12
1,334.00	=1.62*10^6	=1.75*10^12
1,261,000.00	208,947.00	=165.11*10^12
1,874.00	=11.14*10^6	=1.94*10^12
130.30	=20.45*10^6	=1.25*10^12
44.76	=17.79*10^6	=27.89*10^9
36.47	=13.34*10^6	=36.16*10^9
2.91	=12.13*10^6	=2.55*10^9
74.41	=9.79*10^6	=125.30*10^9
7.75	=12.94*10^6	=29.08*10^9
13.53	=3.53*10^6	=4.39*10^9
70.07	=4.31*10^6	=34.84*10^9
262.01	=3.87*10^6	=32.58*10^9
16.53	=3.39*10^6	=5.30*10^9
30.05	=1.18*10^6	=28.58*10^9
25.64	=28.17*10^6	=257.27*10^9
39.79	=2.82*10^6	=4.98*10^9
127.00	=5.52*10^6	=107.15*10^9
19.95	=2.85*10^6	=4.35*10^9
