21.79	=5.57*10^6	=15.67*10^9
312.63	=3.27*10^6	=144.75*10^9
2.66	=9.48*10^6	=2.06*10^9
115.00	=38.32*10^6	=674.46*10^9
232.72	=2.89*10^6	=81.62*10^9
10.68	=6.68*10^6	=5.64*10^9
27.50	=26.72*10^6	=140.62*10^9
137,800.00	481,696.00	=7.96*10^12
46.65	=3.78*10^6	=14.51*10^9
54.81	=5.59*10^6	=68.09*10^9
76.36	=24.31*10^6	=212.88*10^9
525.26	=2.56*10^6	=357.27*10^9
931.50	=21.17*10^6	=4.42*10^12
93.20	=46.61*10^6	=1.36*10^12
39.55	=8.97*10^6	=73.81*10^9
163.27	=3.01*10^6	=161.58*10^9
37.67	=20.53*10^6	=182.13*10^9
10.60	=45.03*10^6	=117.08*10^9
62,400.00	718,433.00	=10.85*10^12
48.42	=27.31*10^6	=399.12*10^9
736,000.00	72,699.00	=24.19*10^12
350.92	=1.42*10^6	=21.14*10^9
1,161.00	578,100.00	=498.19*10^9
41.93	=8.93*10^6	=185.80*10^9
1,595.50	=5.93*10^6	=3.90*10^12
1,599.00	=4.28*10^6	=2.11*10^12
1,302,000.00	112,756.00	=215.36*10^12
2,677.00	=8.00*10^6	=3.02*10^12
119.00	=28.86*10^6	=1.11*10^12
38.49	=12.59*10^6	=24.42*10^9
50.99	=15.42*10^6	=48.31*10^9
2.51	=8.23*10^6	=2.27*10^9
73.37	=6.59*10^6	=121.99*10^9
8.29	=16.94*10^6	=31.65*10^9
16.76	=1.03*10^6	=5.28*10^9
72.40	=3.06*10^6	=36.11*10^9
223.71	=6.06*10^6	=28.05*10^9
14.95	=1.65*10^6	=4.80*10^9
29.70	315,293.00	=28.06*10^9
72.18	=5.56*10^6	=9.22*10^9
145.00	=19.35*10^6	=121.67*10^9
17.08	241,168.00	=3.46*10^9
107.90	=12.15*10^6	=268.21*10^9
