21.25	=6.36*10^6	=15.07*10^9
323.21	=3.64*10^6	=148.74*10^9
3.60	=12.98*10^6	=2.79*10^9
100.75	=62.37*10^6	=586.03*10^9
219.02	=2.30*10^6	=76.28*10^9
10.26	=65.29*10^6	=5.17*10^9
25.00	=29.86*10^6	=125.13*10^9
163,000.00	0.00	=2.24*10^12
35.96	=2.22*10^6	=11.20*10^9
52.93	=7.57*10^6	=64.73*10^9
78.79	=28.87*10^6	=200.78*10^9
577.10	=1.44*10^6	=392.68*10^9
849.20	0.00	=4.14*10^12
97.10	0.00	=1.47*10^12
35.37	=9.73*10^6	=65.82*10^9
190.06	=2.49*10^6	=188.55*10^9
34.26	=25.88*10^6	=169.03*10^9
11.82	0.00	=123.64*10^9
68,600.00	0.00	=11.88*10^12
46.41	=27.08*10^6	=379.36*10^9
821,000.00	0.00	=26.63*10^12
448.75	=1.49*10^6	=26.65*10^9
920.00	0.00	=398.30*10^9
38.95	=16.01*10^6	=171.76*10^9
1,311.50	0.00	=3.24*10^12
1,292.00	0.00	=1.72*10^12
1,185,000.00	0.00	=190.46*10^12
1,899.00	0.00	=2.06*10^12
116.80	0.00	=1.10*10^12
51.89	=14.13*10^6	=31.65*10^9
40.66	=62.19*10^6	=38.74*10^9
2.83	=19.46*10^6	=2.65*10^9
75.06	=6.82*10^6	=125.38*10^9
8.61	=10.70*10^6	=32.45*10^9
12.80	=2.03*10^6	=4.17*10^9
68.36	=2.29*10^6	=33.68*10^9
246.60	=3.80*10^6	=30.78*10^9
15.20	=1.39*10^6	=4.84*10^9
32.00	932,408.00	=30.23*10^9
25.63	=28.93*10^6	=256.37*10^9
82.10	=13.00*10^6	=10.25*10^9
131.00	0.00	=109.67*10^9
19.64	638,501.00	=3.88*10^9
90.46	=18.34*10^6	=219.19*10^9
