20.78	=10.29*10^6	=14.86*10^9
312.55	=4.26*10^6	=143.83*10^9
4.00	=10.03*10^6	=3.05*10^9
633.00	=20.14*10^6	=545.25*10^9
165.81	=1.95*10^6	=58.10*10^9
7.60	=10.22*10^6	=4.00*10^9
24.62	=29.38*10^6	=126.82*10^9
97,800.00	=1.16*10^6	=1.29*10^12
35.13	=2.89*10^6	=11.05*10^9
50.73	=15.44*10^6	=64.29*10^9
63.30	=45.28*10^6	=162.45*10^9
559.89	=1.77*10^6	=381.61*10^9
684.00	=27.37*10^6	=3.30*10^12
92.40	=33.44*10^6	=1.21*10^12
33.50	=12.43*10^6	=63.62*10^9
184.36	=4.62*10^6	=186.61*10^9
27.32	=43.64*10^6	=136.00*10^9
9.59	=50.00*10^6	=99.81*10^9
72,900.00	=1.23*10^6	=11.87*10^12
40.94	=34.58*10^6	=338.18*10^9
758,000.00	=113,376.00	=22.59*10^12
417.83	=4.18*10^6	=25.05*10^9
893.00	=3.34*10^6	=392.59*10^9
42.02	=13.50*10^6	=187.36*10^9
1,093.00	=8.84*10^6	=2.53*10^12
1,319.00	=10.65*10^6	=1.74*10^12
1,443,000.00	=316,621.00	=188.94*10^12
1,627.00	=9.96*10^6	=1.70*10^12
108.80	=22.19*10^6	=1.01*10^12
32.44	=40.60*10^6	=19.12*10^9
34.65	=13.17*10^6	=34.89*10^9
3.45	=25.16*10^6	=3.05*10^9
