23.32	=4.49*10^6	=16.86*10^9
380.16	=2.53*10^6	=176.54*10^9
3.11	=7.15*10^6	=2.42*10^9
128.46	=62.01*10^6	=748.25*10^9
203.75	=2.40*10^6	=71.53*10^9
10.81	=7.79*10^6	=5.73*10^9
29.51	=29.14*10^6	=150.64*10^9
133,100.00	417,727.00	=8.10*10^12
57.18	=2.96*10^6	=17.73*10^9
57.91	=6.27*10^6	=70.07*10^9
78.97	=30.74*10^6	=221.04*10^9
558.40	=2.40*10^6	=381.50*10^9
818.00	=35.36*10^6	=3.96*10^12
87.10	0.00	=1.27*10^12
34.84	=29.54*10^6	=63.67*10^9
161.94	=4.41*10^6	=160.07*10^9
33.25	=24.43*10^6	=157.47*10^9
11.96	=27.11*10^6	=131.75*10^9
61,800.00	793,405.00	=10.69*10^12
43.85	=33.81*10^6	=359.74*10^9
661,000.00	266,350.00	=22.24*10^12
474.91	=1.65*10^6	=28.73*10^9
1,238.00	=3.09*10^6	=533.96*10^9
43.82	=9.55*10^6	=192.43*10^9
1,495.00	=16.61*10^6	=3.64*10^12
1,992.00	=7.25*10^6	=2.60*10^12
1,357,000.00	260,188.00	=224.45*10^12
3,414.50	=24.14*10^6	=3.92*10^12
135.90	=17.96*10^6	=1.28*10^12
48.08	=15.00*10^6	=30.51*10^9
44.28	=10.04*10^6	=41.95*10^9
2.30	=13.03*10^6	=2.10*10^9
72.51	=10.30*10^6	=119.61*10^9
8.01	=6.41*10^6	=29.59*10^9
		
79.10	=3.12*10^6	=39.42*10^9
203.34	=3.88*10^6	=25.57*10^9
14.30	=1.64*10^6	=4.65*10^9
29.93	617,681.00	=28.02*10^9
41.98	=8.28*10^6	=5.42*10^9
153.00	0.00	=123.16*10^9
13.34	329,274.00	=2.70*10^9
85.12	=8.38*10^6	=211.72*10^9
