23.39	=8.78*10^6	=17.13*10^9
331.19	=3.43*10^6	=152.71*10^9
3.96	=14.19*10^6	=3.13*10^9
101.66	=64.10*10^6	=607.35*10^9
217.96	=2.29*10^6	=77.14*10^9
10.79	=9.21*10^6	=5.70*10^9
25.16	=33.20*10^6	=128.40*10^9
152,900.00	468,037.00	=2.12*10^12
37.16	=3.46*10^6	=11.89*10^9
52.19	=42.37*10^6	=62.90*10^9
77.48	=26.74*10^6	=202.60*10^9
575.70	=1.60*10^6	=396.58*10^9
820.00	=26.72*10^6	=3.96*10^12
99.40	=23.46*10^6	=1.48*10^12
36.56	=7.63*10^6	=68.60*10^9
191.28	=2.90*10^6	=191.26*10^9
34.62	=26.73*10^6	=173.38*10^9
12.24	=44.84*10^6	=132.96*10^9
71,900.00	570,247.00	=12.52*10^12
46.69	=38.25*10^6	=387.27*10^9
708,000.00	179,026.00	=24.21*10^12
476.55	=1.92*10^6	=28.94*10^9
888.00	=1.20*10^6	=378.33*10^9
40.50	=11.92*10^6	=181.22*10^9
1,313.00	=14.87*10^6	=3.21*10^12
1,294.00	=6.57*10^6	=1.73*10^12
1,201,000.00	217,447.00	=200.42*10^12
2,127.00	=15.69*10^6	=2.17*10^12
122.70	=18.59*10^6	=1.15*10^12
52.11	=22.99*10^6	=32.39*10^9
42.88	=69.75*10^6	=41.04*10^9
2.92	=6.42*10^6	=2.63*10^9
75.33	=8.31*10^6	=127.56*10^9
8.37	=10.75*10^6	=31.56*10^9
13.19	890,486.00	=4.15*10^9
70.98	=3.15*10^6	=36.02*10^9
279.20	=3.33*10^6	=34.93*10^9
15.95	=2.25*10^6	=5.18*10^9
30.17	594,518.00	=28.89*10^9
25.87	=24.64*10^6	=261.08*10^9
69.18	=8.38*10^6	=8.60*10^9
131.00	=4.41*10^6	=110.93*10^9
23.81	=6.21*10^6	=4.93*10^9
