21.65	=4.07*10^6	=15.57*10^9
338.64	=3.05*10^6	=156.79*10^9
2.79	=5.67*10^6	=2.16*10^9
118.93	=24.81*10^6	=697.51*10^9
245.11	=1.34*10^6	=85.91*10^9
10.39	=3.79*10^6	=5.53*10^9
27.64	=18.14*10^6	=141.34*10^9
146,700.00	498,395.00	=8.51*10^12
43.93	=2.14*10^6	=13.66*10^9
54.88	=2.97*10^6	=68.18*10^9
77.70	=15.99*10^6	=216.62*10^9
541.83	=1.15*10^6	=370.02*10^9
916.50	=17.52*10^6	=4.45*10^12
97.00	=28.77*10^6	=1.43*10^12
39.06	=7.70*10^6	=72.90*10^9
162.17	=2.41*10^6	=160.49*10^9
37.25	=19.13*10^6	=180.10*10^9
10.88	=19.52*10^6	=121.09*10^9
63,600.00	315,165.00	=11.04*10^12
47.81	=21.53*10^6	=394.09*10^9
756,000.00	37,003.00	=25.19*10^12
346.59	957,465.00	=20.88*10^9
1,124.00	925,300.00	=480.96*10^9
42.41	=11.89*10^6	=187.93*10^9
1,532.50	=8.77*10^6	=3.74*10^12
1,599.00	=3.10*10^6	=2.15*10^12
1,287,000.00	196,891.00	=202.30*10^12
2,600.00	=11.45*10^6	=3.05*10^12
124.00	=13.03*10^6	=1.17*10^12
41.74	=11.11*10^6	=26.48*10^9
51.74	=8.91*10^6	=49.02*10^9
2.60	=4.79*10^6	=2.35*10^9
72.90	=5.82*10^6	=121.20*10^9
8.24	=6.82*10^6	=31.32*10^9
15.25	=1.32*10^6	=4.80*10^9
73.68	978,374.00	=36.75*10^9
244.52	=2.12*10^6	=30.66*10^9
15.13	=1.52*10^6	=4.83*10^9
30.05	503,008.00	=28.23*10^9
77.97	=8.84*10^6	=9.96*10^9
137.00	=8.08*10^6	=113.34*10^9
17.95	227,281.00	=3.64*10^9
111.64	=8.08*10^6	=277.50*10^9
