23.13	=2.82*10^6	=16.62*10^9
331.59	=2.21*10^6	=153.82*10^9
4.25	=8.36*10^6	=3.26*10^9
101.32	=44.18*10^6	=602.26*10^9
214.19	=1.87*10^6	=76.03*10^9
9.94	=5.78*10^6	=5.19*10^9
24.65	=22.45*10^6	=127.50*10^9
169,100.00	645,668.00	=2.38*10^12
38.16	=3.31*10^6	=11.80*10^9
55.50	=11.75*10^6	=69.37*10^9
74.57	=20.90*10^6	=193.89*10^9
582.56	789,484.00	=397.65*10^9
775.60	=12.93*10^6	=3.74*10^12
110.00	=35.79*10^6	=1.44*10^12
36.84	=14.40*10^6	=68.94*10^9
190.41	=1.94*10^6	=189.95*10^9
34.94	=21.20*10^6	=174.03*10^9
11.82	=25.76*10^6	=121.15*10^9
74,500.00	768,891.00	=12.91*10^12
45.15	=18.29*10^6	=372.61*10^9
774,000.00	48,959.00	=26.52*10^12
479.19	=1.96*10^6	=28.37*10^9
913.00	913,100.00	=398.95*10^9
41.63	=9.26*10^6	=185.46*10^9
1,235.50	=9.35*10^6	=3.01*10^12
1,371.00	=3.35*10^6	=1.81*10^12
1,247,000.00	168,153.00	=210.44*10^12
1,954.50	=10.22*10^6	=2.03*10^12
130.70	=12.54*10^6	=1.24*10^12
45.98	=19.43*10^6	=28.29*10^9
38.01	=14.88*10^6	=37.44*10^9
3.08	=15.66*10^6	=2.74*10^9
76.82	=5.08*10^6	=128.67*10^9
8.18	=13.37*10^6	=30.94*10^9
13.96	=3.55*10^6	=4.40*10^9
72.04	=1.44*10^6	=35.68*10^9
256.78	=2.84*10^6	=31.70*10^9
17.09	=1.98*10^6	=5.39*10^9
30.32	520,964.00	=29.12*10^9
26.15	=22.78*10^6	=262.39*10^9
43.29	=1.68*10^6	=5.44*10^9
128.00	=3.39*10^6	=109.26*10^9
19.42	427,952.00	=3.96*10^9
