20.68	=5.98*10^6	=14.79*10^9
312.24	=3.06*10^6	=143.68*10^9
4.02	=9.83*10^6	=3.06*10^9
614.13	=8.29*10^6	=529.00*10^9
167.63	=2.71*10^6	=58.74*10^9
7.23	=6.89*10^6	=3.81*10^9
24.52	=27.78*10^6	=126.31*10^9
78,100.00	=0.00	=1.03*10^12
34.88	=2.29*10^6	=10.97*10^9
52.02	=7.12*10^6	=65.93*10^9
61.35	=38.29*10^6	=157.45*10^9
552.70	=1.93*10^6	=376.54*10^9
691.00	=18.18*10^6	=3.34*10^12
92.50	=19.31*10^6	=1.21*10^12
33.72	=40.76*10^6	=64.03*10^9
185.94	=2.56*10^6	=188.21*10^9
26.29	=17.18*10^6	=130.87*10^9
9.59	=37.03*10^6	=99.81*10^9
69,200.00	=399,224.00	=11.27*10^12
40.12	=18.02*10^6	=331.41*10^9
745,000.00	=209,440.00	=22.20*10^12
402.35	=3.16*10^6	=24.12*10^9
906.00	=1.86*10^6	=398.31*10^9
42.15	=12.05*10^6	=187.94*10^9
1,080.00	=8.46*10^6	=2.50*10^12
1,255.00	=6.28*10^6	=1.66*10^12
1,422,000.00	=74,712.00	=186.19*10^12
1,683.00	=12.13*10^6	=1.76*10^12
111.40	=12.03*10^6	=1.04*10^12
30.50	=27.45*10^6	=17.97*10^9
35.02	=16.29*10^6	=35.24*10^9
3.28	=25.67*10^6	=2.73*10^9
