23.31	=5.21*10^6	=16.76*10^9
383.66	=3.26*10^6	=178.17*10^9
3.06	=10.67*10^6	=2.38*10^9
129.49	=48.95*10^6	=754.28*10^9
209.63	=2.19*10^6	=73.59*10^9
10.27	=5.24*10^6	=5.43*10^9
29.61	=25.99*10^6	=151.15*10^9
139,300.00	0.00	=8.22*10^12
57.67	=2.28*10^6	=17.88*10^9
58.02	=7.01*10^6	=70.21*10^9
79.89	=36.93*10^6	=223.63*10^9
538.95	=1.44*10^6	=367.79*10^9
831.80	=42.30*10^6	=4.05*10^12
85.80	=28.31*10^6	=1.24*10^12
38.39	0.00	=70.16*10^9
163.65	0.00	=162.18*10^9
34.41	=20.96*10^6	=162.97*10^9
11.88	=13.18*10^6	=132.64*10^9
60,600.00	538,704.00	=10.51*10^12
43.85	=29.72*10^6	=359.78*10^9
671,000.00	35,224.00	=22.08*10^12
478.20	=1.35*10^6	=28.93*10^9
1,109.00	835,100.00	=483.04*10^9
43.77	0.00	=192.21*10^9
1,458.00	=7.41*10^6	=3.55*10^12
1,963.50	=11.13*10^6	=2.57*10^12
1,377,000.00	114,900.00	=224.96*10^12
3,201.00	=10.25*10^6	=3.65*10^12
129.80	=7.29*10^6	=1.21*10^12
49.11	0.00	=31.16*10^9
44.11	=12.04*10^6	=41.79*10^9
2.32	=14.78*10^6	=2.09*10^9
71.52	=8.66*10^6	=117.98*10^9
8.07	0.00	=29.74*10^9
		
78.55	=1.63*10^6	=39.14*10^9
217.11	=5.98*10^6	=27.22*10^9
14.02	=3.02*10^6	=4.56*10^9
29.57	0.00	=27.33*10^9
45.07	=6.54*10^6	=5.76*10^9
148.50	=4.00*10^6	=124.83*10^9
13.76	368,932.00	=2.79*10^9
86.64	0.00	=215.50*10^9
