20.71	=5.95*10^6	=14.64*10^9
322.74	=3.04*10^6	=147.12*10^9
3.40	0.00	=2.60*10^9
99.62	=43.45*10^6	=598.19*10^9
216.45	=2.72*10^6	=75.31*10^9
9.49	=10.14*10^6	=5.00*10^9
25.31	=29.04*10^6	=128.31*10^9
159,500.00	0.00	=2.16*10^12
35.95	=2.47*10^6	=11.13*10^9
54.44	=9.57*10^6	=68.09*10^9
77.44	=23.29*10^6	=200.41*10^9
575.28	=1.14*10^6	=389.25*10^9
813.20	0.00	=3.93*10^12
99.30	0.00	=1.43*10^12
35.20	0.00	=64.41*10^9
188.67	0.00	=186.46*10^9
34.03	=25.83*10^6	=165.96*10^9
11.70	0.00	=120.24*10^9
64,900.00	0.00	=11.22*10^12
46.09	=32.45*10^6	=377.06*10^9
792,000.00	0.00	=26.11*10^12
459.54	=2.18*10^6	=27.04*10^9
883.00	0.00	=375.53*10^9
38.89	0.00	=169.59*10^9
1,254.00	0.00	=3.07*10^12
1,200.00	0.00	=1.59*10^12
1,141,000.00	0.00	=187.91*10^12
1,895.00	0.00	=2.07*10^12
116.30	0.00	=1.08*10^12
53.94	0.00	=31.90*10^9
41.03	=38.17*10^6	=40.28*10^9
2.62	=11.21*10^6	=2.35*10^9
74.86	=7.98*10^6	=123.45*10^9
8.29	0.00	=30.73*10^9
12.62	0.00	=4.02*10^9
68.40	=2.87*10^6	=33.45*10^9
255.21	=5.41*10^6	=31.33*10^9
15.37	=1.70*10^6	=4.85*10^9
30.57	0.00	=29.04*10^9
86.97	=12.08*10^6	=10.77*10^9
131.50	0.00	=107.99*10^9
18.33	968,017.00	=3.71*10^9
88.10	0.00	=218.78*10^9
