21.41	=3.49*10^6	=15.32*10^9
326.27	=2.77*10^6	=150.14*10^9
4.28	=17.74*10^6	=3.26*10^9
91.28	=54.53*10^6	=550.39*10^9
178.05	0.00	=62.39*10^9
7.89	=11.78*10^6	=4.16*10^9
24.70	=20.95*10^6	=126.37*10^9
94,100.00	241,693.00	=1.24*10^12
35.68	=3.01*10^6	=11.22*10^9
49.04	=9.08*10^6	=62.15*10^9
64.50	=29.42*10^6	=165.53*10^9
551.76	=1.22*10^6	=374.63*10^9
718.00	=27.98*10^6	=3.47*10^12
93.20	=12.00*10^6	=1.22*10^12
35.16	=22.19*10^6	=65.80*10^9
182.56	=2.78*10^6	=184.78*10^9
29.87	=122.19*10^6	=148.69*10^9
9.88	=31.26*10^6	=102.83*10^9
77,700.00	753,702.00	=12.66*10^12
41.23	=26.31*10^6	=340.58*10^9
785,000.00	57,578.00	=23.39*10^12
427.71	=2.26*10^6	=25.64*10^9
987.00	=1.81*10^6	=433.92*10^9
42.14	=10.33*10^6	=187.90*10^9
1,200.00	=19.64*10^6	=2.77*10^12
1,267.00	=5.01*10^6	=1.67*10^12
1,367,000.00	371,781.00	=178.99*10^12
1,645.00	=7.72*10^6	=1.72*10^12
116.20	=11.28*10^6	=1.08*10^12
36.90	=29.13*10^6	=21.75*10^9
36.94	=12.93*10^6	=37.19*10^9
3.10	=15.83*10^6	=2.74*10^9
79.11	=7.44*10^6	=133.53*10^9
8.04	=10.73*10^6	=29.86*10^9
17.35	415,107.00	=5.46*10^9
66.82	=2.98*10^6	=33.26*10^9
