22.01	=9.03*10^6	=15.75*10^9
324.20	=6.06*10^6	=149.19*10^9
4.10	=54.69*10^6	=3.12*10^9
90.91	=100.88*10^6	=548.16*10^9
174.50	=2.52*10^6	=61.15*10^9
9.81	=67.09*10^6	=5.17*10^9
24.83	=39.71*10^6	=127.03*10^9
101,300.00	=1.31*10^6	=1.34*10^12
37.14	=4.86*10^6	=11.65*10^9
49.34	=18.57*10^6	=62.53*10^9
64.50	=46.45*10^6	=165.53*10^9
556.36	=4.50*10^6	=376.86*10^9
736.00	=25.88*10^6	=3.55*10^12
94.30	=17.90*10^6	=1.24*10^12
34.22	=10.98*10^6	=64.04*10^9
181.55	=10.69*10^6	=183.76*10^9
30.20	=39.83*10^6	=150.34*10^9
10.20	=29.10*10^6	=106.16*10^9
74,600.00	948,826.00	=12.15*10^12
41.68	=47.76*10^6	=344.29*10^9
787,000.00	99,910.00	=23.45*10^12
440.18	=1.89*10^6	=26.39*10^9
986.00	=2.88*10^6	=433.48*10^9
40.82	=65.10*10^6	=182.01*10^9
1,246.00	=21.90*10^6	=2.88*10^12
1,270.00	=4.65*10^6	=1.68*10^12
1,301,000.00	478,053.00	=170.35*10^12
1,704.00	=6.33*10^6	=1.78*10^12
116.00	=14.51*10^6	=1.08*10^12
39.24	=41.49*10^6	=23.12*10^9
34.05	=21.60*10^6	=34.28*10^9
3.04	=15.52*10^6	=2.69*10^9
79.86	=11.88*10^6	=134.79*10^9
7.75	=9.38*10^6	=28.78*10^9
17.16	708,000.00	=5.40*10^9
72.61	=3.90*10^6	=36.14*10^9
229.59	=4.91*10^6	=28.49*10^9
19.47	=3.95*10^6	=6.20*10^9
31.40	=1.23*10^6	=28.68*10^9
26.97	=49.76*10^6	=270.45*10^9
