20.33	=8.31*10^6	=14.54*10^9
310.16	=2.72*10^6	=142.73*10^9
4.00	=12.29*10^6	=3.05*10^9
624.01	=11.26*10^6	=537.51*10^9
166.17	=2.80*10^6	=58.23*10^9
7.29	=6.10*10^6	=3.84*10^9
24.82	=28.58*10^6	=127.85*10^9
103,200.00	=1.78*10^6	=1.37*10^12
34.70	=1.82*10^6	=10.91*10^9
50.39	=18.79*10^6	=63.86*10^9
63.51	=47.76*10^6	=162.99*10^9
561.68	=1.65*10^6	=384.74*10^9
687.00	=19.41*10^6	=3.32*10^12
93.40	=27.65*10^6	=1.23*10^12
33.35	=9.50*10^6	=63.33*10^9
183.08	=3.72*10^6	=185.31*10^9
26.88	=27.15*10^6	=133.81*10^9
9.84	=57.98*10^6	=102.41*10^9
71,600.00	=1.58*10^6	=11.66*10^12
40.01	=25.71*10^6	=330.50*10^9
778,000.00	=121,774.00	=23.18*10^12
401.24	=2.84*10^6	=24.05*10^9
904.00	=1.33*10^6	=397.43*10^9
41.57	=11.31*10^6	=185.36*10^9
1,083.00	=8.28*10^6	=2.50*10^12
1,289.00	=6.74*10^6	=1.70*10^12
1,433,000.00	=184,019.00	=187.64*10^12
1,654.00	=11.59*10^6	=1.73*10^12
113.30	=23.85*10^6	=1.06*10^12
33.77	=60.22*10^6	=19.90*10^9
34.78	=16.92*10^6	=35.00*10^9
3.44	=20.05*10^6	=2.86*10^9
