18.90	=8.73*10^6	=13.59*10^9
296.93	=2.59*10^6	=137.48*10^9
2.63	=8.91*10^6	=2.04*10^9
112.01	=53.70*10^6	=656.92*10^9
226.90	=2.31*10^6	=79.58*10^9
10.38	=7.75*10^6	=5.49*10^9
27.79	=33.62*10^6	=142.11*10^9
149,500.00	657,407.00	=8.68*10^12
47.51	=3.18*10^6	=14.77*10^9
55.63	=7.01*10^6	=69.11*10^9
77.74	=21.16*10^6	=216.73*10^9
496.17	=2.07*10^6	=338.13*10^9
883.70	=16.34*10^6	=4.26*10^12
86.50	=22.80*10^6	=1.25*10^12
40.67	=9.70*10^6	=74.59*10^9
159.11	=4.49*10^6	=157.46*10^9
36.76	=22.85*10^6	=177.73*10^9
10.76	=54.81*10^6	=115.11*10^9
61,700.00	790,827.00	=10.21*10^12
47.19	=23.94*10^6	=388.98*10^9
752,000.00	73,987.00	=24.39*10^12
329.29	=1.37*10^6	=19.84*10^9
1,117.00	=1.14*10^6	=458.23*10^9
43.39	=15.96*10^6	=190.54*10^9
1,385.50	=6.55*10^6	=3.34*10^12
1,643.00	=3.12*10^6	=2.17*10^12
1,314,000.00	186,248.00	=215.38*10^12
2,599.00	=9.55*10^6	=2.98*10^12
127.20	=31.84*10^6	=1.16*10^12
40.17	=24.74*10^6	=25.49*10^9
49.72	=7.47*10^6	=47.10*10^9
2.64	=10.64*10^6	=2.38*10^9
74.42	=9.04*10^6	=123.73*10^9
7.55	=8.30*10^6	=28.26*10^9
		
71.84	=1.73*10^6	=35.83*10^9
206.66	=4.67*10^6	=25.91*10^9
13.51	=6.10*10^6	=4.36*10^9
27.58	=1.68*10^6	=25.56*10^9
60.84	=4.22*10^6	=7.77*10^9
148.00	=13.12*10^6	=121.88*10^9
14.13	306,489.00	=2.86*10^9
103.02	=10.22*10^6	=256.08*10^9
