22.67	=2.59*10^6	=16.23*10^9
337.49	=1.94*10^6	=155.30*10^9
4.24	=22.52*10^6	=3.23*10^9
94.03	=22.89*10^6	=566.97*10^9
191.20	=1.88*10^6	=67.00*10^9
10.61	=6.02*10^6	=5.59*10^9
25.19	=19.60*10^6	=128.87*10^9
117,500.00	443,659.00	=1.55*10^12
36.92	=1.16*10^6	=11.58*10^9
50.94	=4.61*10^6	=64.56*10^9
66.29	=25.20*10^6	=170.12*10^9
584.73	712,210.00	=397.21*10^9
775.00	=38.85*10^6	=3.74*10^12
103.00	=24.54*10^6	=1.35*10^12
34.00	=4.86*10^6	=63.63*10^9
188.53	=2.42*10^6	=190.83*10^9
31.14	=20.44*10^6	=155.01*10^9
10.34	=22.37*10^6	=107.61*10^9
76,300.00	461,105.00	=12.43*10^12
41.80	=15.97*10^6	=345.29*10^9
819,000.00	115,476.00	=24.40*10^12
472.35	=1.62*10^6	=28.32*10^9
1,013.00	904,100.00	=445.43*10^9
41.34	=7.86*10^6	=184.17*10^9
1,255.00	=11.04*10^6	=2.90*10^12
1,383.00	=4.20*10^6	=1.83*10^12
1,306,000.00	119,577.00	=171.01*10^12
1,720.00	=6.32*10^6	=1.80*10^12
125.20	=19.65*10^6	=1.17*10^12
41.33	=15.80*10^6	=24.36*10^9
36.14	=8.60*10^6	=36.39*10^9
3.19	=5.91*10^6	=2.82*10^9
80.99	=5.74*10^6	=136.70*10^9
7.73	=6.40*10^6	=28.71*10^9
21.87	=1.30*10^6	=6.89*10^9
73.57	=1.40*10^6	=36.59*10^9
229.25	=5.17*10^6	=28.45*10^9
18.90	=2.34*10^6	=6.02*10^9
31.78	209,612.00	=29.03*10^9
26.86	=20.51*10^6	=269.35*10^9
41.58	=15.54*10^6	=5.14*10^9
