20.68	=5.98*10^6	=14.79*10^9
312.24	=3.06*10^6	=143.68*10^9
4.02	=9.81*10^6	=3.06*10^9
614.13	=8.29*10^6	=529.00*10^9
167.63	=2.71*10^6	=58.74*10^9
7.23	=6.89*10^6	=3.81*10^9
24.52	=27.78*10^6	=126.31*10^9
78,100.00	=27.78*10^6	=1.03*10^12
34.88	=2.29*10^6	=10.97*10^9
52.02	=7.12*10^6	=65.93*10^9
61.35	=38.27*10^6	=157.45*10^9
552.70	=1.93*10^6	=371.14*10^9
686.00	=28.35*10^6	=3.31*10^12
93.00	=37.50*10^6	=1.22*10^12
33.72	=40.76*10^6	=64.03*10^9
185.94	=2.56*10^6	=188.21*10^9
26.29	=17.18*10^6	=130.87*10^9
9.45	=37.16*10^6	=98.35*10^9
69,300.00	=37.16*10^6	=11.29*10^12
40.12	=18.02*10^6	=331.41*10^9
776,000.00	=18.02*10^6	=23.12*10^12
402.35	=3.16*10^6	=24.12*10^9
896.00	=1.48*10^6	=393.82*10^9
42.15	=12.05*10^6	=187.94*10^9
1,077.00	=8.35*10^6	=2.49*10^12
1,216.00	=7.27*10^6	=1.61*10^12
1,428,000.00	=7.27*10^6	=186.98*10^12
1,632.00	=16.86*10^6	=1.70*10^12
110.90	=18.97*10^6	=1.03*10^12
30.50	=27.42*10^6	=17.97*10^9
35.02	=16.29*10^6	=35.24*10^9
3.28	=25.67*10^6	=2.73*10^9
