20.65	=11.83*10^6	=14.85*10^9
299.86	=2.65*10^6	=138.84*10^9
2.78	=7.29*10^6	=2.16*10^9
109.01	=33.69*10^6	=639.33*10^9
236.54	=1.91*10^6	=82.96*10^9
10.53	=6.31*10^6	=5.56*10^9
25.33	=34.00*10^6	=129.69*10^9
135,200.00	0.00	=7.70*10^12
40.94	=3.72*10^6	=12.73*10^9
53.51	=5.42*10^6	=66.49*10^9
75.60	=20.77*10^6	=210.76*10^9
541.01	=1.63*10^6	=370.67*10^9
873.50	=14.40*10^6	=4.26*10^12
96.30	0.00	=1.41*10^12
36.38	=9.00*10^6	=67.90*10^9
162.07	=3.49*10^6	=160.39*10^9
33.58	=27.60*10^6	=162.36*10^9
10.26	0.00	=119.75*10^9
64,300.00	463,709.00	=11.11*10^12
48.68	=28.00*10^6	=401.26*10^9
743,000.00	103,613.00	=25.12*10^12
384.16	=1.33*10^6	=23.14*10^9
1,006.00	772,300.00	=430.15*10^9
39.94	=13.73*10^6	=176.99*10^9
1,417.50	=21.79*10^6	=3.49*10^12
1,427.00	=7.90*10^6	=1.72*10^12
1,206,000.00	120,604.00	=199.30*10^12
2,258.00	=10.55*10^6	=2.69*10^12
123.00	0.00	=1.16*10^12
40.31	=18.56*10^6	=25.58*10^9
48.55	=24.17*10^6	=48.29*10^9
2.43	=83.91*10^6	=2.18*10^9
69.26	=24.95*10^6	=115.15*10^9
8.01	=13.50*10^6	=29.92*10^9
13.72	=9.75*10^6	=4.32*10^9
71.60	=4.30*10^6	=35.71*10^9
240.20	=5.16*10^6	=29.94*10^9
15.32	=1.52*10^6	=4.89*10^9
27.61	485,575.00	=26.30*10^9
79.06	=4.45*10^6	=9.94*10^9
137.00	0.00	=113.34*10^9
19.03	472,842.00	=3.86*10^9
114.56	=51.46*10^6	=284.76*10^9
