20.65	=5.92*10^6	=14.85*10^9
312.39	=4.50*10^6	=144.64*10^9
2.45	=11.11*10^6	=1.90*10^9
112.98	=46.46*10^6	=658.08*10^9
233.32	=2.81*10^6	=81.84*10^9
10.70	=21.08*10^6	=5.66*10^9
28.21	=21.80*10^6	=144.25*10^9
155,800.00	749,666.00	=9.40*10^12
49.79	=5.26*10^6	=15.48*10^9
56.76	=13.39*10^6	=70.52*10^9
77.83	=16.75*10^6	=216.98*10^9
539.95	=2.28*10^6	=366.96*10^9
905.50	=20.48*10^6	=4.41*10^12
87.80	=71.84*10^6	=1.29*10^12
40.08	=7.14*10^6	=73.51*10^9
155.87	=4.83*10^6	=154.47*10^9
36.44	=27.43*10^6	=176.21*10^9
10.56	=47.27*10^6	=118.45*10^9
62,000.00	500,255.00	=10.36*10^12
47.18	=26.21*10^6	=388.90*10^9
780,000.00	99,297.00	=26.22*10^12
437.45	=3.83*10^6	=26.43*10^9
1,145.00	776,300.00	=495.98*10^9
44.19	=14.15*10^6	=194.05*10^9
1,333.50	=6.96*10^6	=3.31*10^12
1,546.50	=3.52*10^6	=2.08*10^12
1,386,000.00	257,175.00	=231.46*10^12
2,737.00	=19.84*10^6	=3.15*10^12
132.50	=29.97*10^6	=1.21*10^12
39.42	=16.44*10^6	=25.01*10^9
48.95	=14.29*10^6	=46.37*10^9
2.73	=11.48*10^6	=2.46*10^9
72.18	=8.14*10^6	=119.23*10^9
7.90	=10.39*10^6	=30.30*10^9
		
74.06	=1.85*10^6	=36.91*10^9
201.29	=3.44*10^6	=25.24*10^9
13.80	=1.98*10^6	=4.45*10^9
30.03	=1.19*10^6	=28.42*10^9
52.51	=7.28*10^6	=6.71*10^9
156.00	=8.63*10^6	=131.08*10^9
13.25	244,396.00	=2.69*10^9
103.11	=9.87*10^6	=256.30*10^9
