20.58	=6.05*10^6	=14.71*10^9
310.82	=4.86*10^6	=143.03*10^9
4.04	=6.92*10^6	=3.08*10^9
625.63	=12.46*10^6	=538.91*10^9
169.32	=3.32*10^6	=59.33*10^9
7.28	=4.18*10^6	=3.83*10^9
24.71	=32.37*10^6	=127.29*10^9
89,800.00	=0.00	=1.19*10^12
35.08	=2.78*10^6	=11.03*10^9
51.77	=10.33*10^6	=65.61*10^9
63.48	=55.64*10^6	=162.91*10^9
565.95	=2.10*10^6	=376.54*10^9
691.00	=0.00	=3.34*10^12
92.80	=0.00	=1.22*10^12
33.10	=20.95*10^6	=62.86*10^9
184.78	=4.79*10^6	=187.03*10^9
26.71	=27.27*10^6	=132.96*10^9
9.75	=0.00	=101.47*10^9
70,300.00	=12.00	=11.45*10^12
40.19	=26.16*10^6	=331.99*10^9
755,000.00	=1.00	=22.50*10^12
398.81	=3.82*10^6	=23.91*10^9
903.00	=0.00	=396.99*10^9
41.91	=12.68*10^6	=186.87*10^9
1,084.00	=0.00	=2.51*10^12
1,276.00	=0.00	=1.68*10^12
1,407,000.00	=0.00	=184.23*10^12
1,685.00	=0.00	=1.76*10^12
111.40	=0.00	=1.04*10^12
30.51	=25.23*10^6	=17.98*10^9
35.12	=13.06*10^6	=35.34*10^9
3.41	=26.42*10^6	=2.84*10^9
