22.44	=2.22*10^6	=16.06*10^9
346.20	=8.31*10^6	=159.31*10^9
4.37	=22.43*10^6	=3.33*10^9
95.22	=34.02*10^6	=574.15*10^9
186.10	=1.94*10^6	=65.21*10^9
11.51	=15.25*10^6	=6.06*10^9
25.52	=20.95*10^6	=130.56*10^9
117,800.00	340,036.00	=1.56*10^12
35.97	=1.83*10^6	=11.29*10^9
51.50	=13.89*10^6	=65.27*10^9
66.34	=39.21*10^6	=170.25*10^9
579.18	=1.62*10^6	=393.17*10^9
753.00	=19.55*10^6	=3.64*10^12
109.00	=69.08*10^6	=1.43*10^12
33.97	=6.46*10^6	=63.57*10^9
188.00	=2.40*10^6	=190.29*10^9
31.25	=20.05*10^6	=155.56*10^9
10.80	=35.35*10^6	=112.40*10^9
72,800.00	592,843.00	=11.86*10^12
42.09	=24.09*10^6	=347.68*10^9
793,000.00	81,023.00	=23.63*10^12
439.96	=2.03*10^6	=26.37*10^9
932.00	=3.22*10^6	=409.82*10^9
40.13	=11.94*10^6	=178.77*10^9
1,214.00	=7.54*10^6	=2.81*10^12
1,328.00	=3.67*10^6	=1.75*10^12
1,284,000.00	215,592.00	=168.13*10^12
1,674.00	=5.70*10^6	=1.75*10^12
121.60	=13.28*10^6	=1.14*10^12
38.33	=21.08*10^6	=22.59*10^9
35.43	=18.38*10^6	=35.67*10^9
3.24	=16.84*10^6	=2.87*10^9
79.60	=8.63*10^6	=134.35*10^9
7.47	=8.13*10^6	=27.74*10^9
20.82	=1.01*10^6	=6.56*10^9
72.26	=1.93*10^6	=35.94*10^9
218.13	=3.31*10^6	=27.07*10^9
18.05	=1.83*10^6	=5.74*10^9
31.59	=1.32*10^6	=28.86*10^9
26.55	=35.44*10^6	=266.24*10^9
38.84	=9.33*10^6	=8.89*10^9
132.50	=9.55*10^6	=109.11*10^9
