23.11	=5.29*10^6	=16.62*10^9
381.83	=3.48*10^6	=177.32*10^9
3.15	=9.63*10^6	=2.44*10^9
127.08	=54.27*10^6	=740.21*10^9
212.13	=7.79*10^6	=74.47*10^9
10.09	=11.29*10^6	=5.34*10^9
29.43	=50.66*10^6	=150.49*10^9
141,200.00	558,675.00	=8.35*10^12
56.39	=2.91*10^6	=17.48*10^9
56.47	=10.29*10^6	=68.33*10^9
75.74	=18.62*10^6	=212.00*10^9
549.01	=1.90*10^6	=374.40*10^9
782.10	=38.22*10^6	=3.79*10^12
85.80	=28.31*10^6	=1.24*10^12
38.56	=6.63*10^6	=70.47*10^9
160.40	=3.71*10^6	=158.96*10^9
34.36	=18.04*10^6	=166.13*10^9
12.14	=41.06*10^6	=131.56*10^9
60,000.00	494,931.00	=10.33*10^12
43.87	=40.26*10^6	=359.90*10^9
668,000.00	99,818.00	=21.79*10^12
466.10	=1.85*10^6	=28.20*10^9
1,067.00	=3.47*10^6	=452.26*10^9
43.93	=10.16*10^6	=192.91*10^9
1,381.50	=10.22*10^6	=3.26*10^12
1,770.00	=13.62*10^6	=2.36*10^12
1,361,000.00	130,458.00	=226.02*10^12
3,220.50	=13.27*10^6	=3.55*10^12
130.30	=15.47*10^6	=1.24*10^12
48.50	=20.81*10^6	=30.77*10^9
44.42	=13.79*10^6	=42.08*10^9
2.24	=92.44*10^6	=2.02*10^9
70.88	=8.05*10^6	=116.92*10^9
8.02	=9.56*10^6	=29.73*10^9
		
76.51	=3.82*10^6	=38.13*10^9
203.77	=6.19*10^6	=25.55*10^9
14.26	=3.01*10^6	=4.64*10^9
28.93	950,834.00	=26.98*10^9
45.27	=5.36*10^6	=5.78*10^9
148.50	=4.00*10^6	=124.83*10^9
13.30	582,181.00	=2.70*10^9
89.05	=14.67*10^6	=221.50*10^9
