20.25	=19.27*10^6	=14.56*10^9
290.74	=3.48*10^6	=134.61*10^9
2.39	=30.19*10^6	=1.85*10^9
105.99	=78.51*10^6	=621.61*10^9
220.20	=4.04*10^6	=77.23*10^9
10.24	=16.07*10^6	=5.39*10^9
27.68	=26.66*10^6	=141.54*10^9
153,500.00	828,330.00	=8.35*10^12
48.08	=3.22*10^6	=14.95*10^9
53.66	=9.82*10^6	=66.67*10^9
75.18	=21.79*10^6	=209.59*10^9
508.08	=2.29*10^6	=345.47*10^9
880.70	=20.15*10^6	=4.23*10^12
84.10	=41.93*10^6	=1.24*10^12
38.34	=12.98*10^6	=70.32*10^9
157.14	=5.76*10^6	=155.52*10^9
36.45	=62.81*10^6	=176.24*10^9
10.36	=43.47*10^6	=116.39*10^9
60,800.00	476,325.00	=10.68*10^12
46.24	=35.70*10^6	=381.15*10^9
777,000.00	116,659.00	=24.36*10^12
337.34	=2.81*10^6	=20.32*10^9
1,093.00	842,400.00	=458.46*10^9
43.51	=17.79*10^6	=191.07*10^9
1,338.50	=10.13*10^6	=3.27*10^12
1,603.50	=4.84*10^6	=2.08*10^12
1,316,000.00	271,370.00	=218.60*10^12
2,384.00	=15.06*10^6	=2.67*10^12
121.90	=25.23*10^6	=1.13*10^12
37.31	=14.97*10^6	=23.67*10^9
46.47	=14.68*10^6	=44.02*10^9
2.61	=19.41*10^6	=2.36*10^9
71.29	=12.37*10^6	=118.53*10^9
7.56	=8.48*10^6	=28.50*10^9
		
71.73	=2.38*10^6	=35.77*10^9
193.07	=3.60*10^6	=24.21*10^9
13.52	=2.05*10^6	=4.36*10^9
28.22	882,813.00	=26.29*10^9
47.51	=10.65*10^6	=6.07*10^9
147.50	=8.07*10^6	=124.41*10^9
12.74	424,845.00	=2.58*10^9
96.89	=13.33*10^6	=240.84*10^9
