Apple,109.52,648190.0
Google,518.67,361720.0
Facebook,75.82,215520.0
Twitter,38.92,25630.0
Cisco Systems,26.96,143770.0
Microsoft,42.6,386200.0
Oracle,43.4,193230.0
Yahoo!,47.91,46570.0
Adobe Systems,71.52,36170.0
Alibaba Group Holding,102.94,261120.0
Amazon.com,307.06,144750.0
AMD,2.7,2020.0
Baidu,227.73,81110.0
BlackBerry,10.56,5640.0
Activision Blizzard,20.47,15080.0
Electronic Arts,48.53,15410.0
eBay,54.74,68970.0
GoPro,51.4,6450.0
Hewlett-Packard,37.36,72260.0
International Business Machines,153.7,155660.0
Intel,34.19,172940.0
King Digital Enter.,12.65,4080.0
Netflix,454.0,27230.0
Nokia,8.0,30060.0
QUALCOMM,71.87,119680.0
Weibo,12.89,2640.0
Zynga,2.65,2390.0
Nuance Communications,13.77,4510.0
Tesla Motors,206.05,26000.0
Koninklijke Philips,28.7,28110.0
Samsung Electronics,1298.88805904,213824.807834
LG Electronics,59.6560729975,10131.3268605
Daum Kakao,142.042687028,8182.99477198
Naver,708.821769364,23639.7626746
HTC,5.08520944304,4165.68771021
Hon Hai Precision Industry,2.85801644647,41518.4821615
Hitachi,7.80928371043,37263.8646617
NEXON,9.85497650849,4224.22830271
Panasonic,11.6502629267,28690.629284
Rakuten,13.9718271602,18249.9564972
Sony,23.3344792608,26823.1918749
Lenovo Group,1.35710415645,14990.0668232
Tencent Holdings,17.5572125184,159962.847339
