Apple,106.82,637160.0
Google,501.79,342250.0
Facebook,74.05,208660.0
Twitter,36.93,25020.0
Cisco Systems,27.41,141320.0
Microsoft,45.48,376240.0
Oracle,42.63,187860.0
Yahoo!,46.23,43910.0
Adobe Systems,70.29,34650.0
Alibaba Group Holding,96.31,246270.0
Amazon.com,286.95,133430.0
AMD,2.52,1980.0
Baidu,215.97,75560.0
BlackBerry,10.1,6620.0
Activision Blizzard,18.55,13360.0
Electronic Arts,46.64,14510.0
eBay,53.01,66270.0
GoPro,48.58,6230.0
Hewlett-Packard,38.19,71940.0
International Business Machines,154.57,153620.0
Intel,36.19,173120.0
King Digital Enter.,12.85,4120.0
Netflix,323.76,19490.0
Nokia,7.43,28810.0
QUALCOMM,71.38,119390.0
Weibo,12.5,2560.0
Zynga,2.59,2370.0
Nuance Communications,13.33,4310.0
Tesla Motors,191.87,23890.0
Koninklijke Philips,27.61,25580.0
Samsung Electronics,1240.58979164,203506.944606
LG Electronics,56.6356209226,9662.46471898
Daum Kakao,143.58850362,8248.89913931
Naver,722.592404875,23853.9191571
HTC,4.66299949418,3854.32473445
Hon Hai Precision Industry,2.68082953971,39833.0804249
Hitachi,7.57412746912,37096.0106726
NEXON,9.6484055601,4238.15466713
Panasonic,11.563454835,29005.4654215
Rakuten,14.0939019667,19623.8757155
Sony,21.5174075827,25648.7498386
Lenovo Group,1.36982767516,15104.2204107
Tencent Holdings,16.3682798473,156072.644722
