Apple,109.33,641200.0
Google,524.81,357620.0
Facebook,78.45,218710.0
Twitter,36.56,23200.0
Cisco Systems,27.61,141190.0
Microsoft,46.76,385440.0
Oracle,44.33,194670.0
Yahoo!,50.17,47530.0
Adobe Systems,72.34,36080.0
Alibaba Group Holding,103.6,257520.0
Amazon.com,308.52,142850.0
AMD,2.69,2090.0
Baidu,223.08,78240.0
BlackBerry,10.82,5710.0
Activision Blizzard,20.13,14470.0
Electronic Arts,46.87,14570.0
eBay,56.21,69830.0
GoPro,66.87,8540.0
Hewlett-Packard,40.24,73800.0
International Business Machines,162.06,160380.0
Intel,36.36,175800.0
King Digital Enter.,15.06,4740.0
Netflix,348.94,21020.0
Nokia,8.01,30240.0
QUALCOMM,74.28,123500.0
Weibo,14.53,2940.0
Zynga,2.73,2460.0
Nuance Communications,14.14,4560.0
Tesla Motors,219.31,27500.0
Koninklijke Philips,29.19,27350.0
Samsung Electronics,1194.69684342,196818.646641
LG Electronics,52.3468224758,8982.75077597
Daum Kakao,130.551713885,7532.17617724
Naver,673.9315527,22218.1177668
HTC,4.49417014991,3752.47493636
Hon Hai Precision Industry,2.73735818222,40227.5370062
Hitachi,7.48662658097,36160.0663487
NEXON,9.19759485797,3960.35662451
Panasonic,11.8639850715,29110.5121294
Rakuten,14.0078789135,18660.5846983
Sony,20.4893219988,23553.8046859
Lenovo Group,1.30211690689,14465.1006884
Tencent Holdings,14.8131913467,139236.263311
