Apple,108.72,622330.0
Google,506.9,344080.0
Facebook,76.24,209740.0
Twitter,37.57,23610.0
Cisco Systems,28.07,141270.0
Microsoft,46.39,380380.0
Oracle,43.9,191290.0
Yahoo!,47.63,43940.0
Adobe Systems,71.49,35700.0
Alibaba Group Holding,100.04,241420.0
Amazon.com,289.44,134680.0
AMD,2.24,1880.0
Baidu,220.36,76930.0
BlackBerry,10.03,5420.0
Activision Blizzard,20.22,14530.0
Electronic Arts,47.81,14950.0
eBay,53.68,66760.0
GoPro,47.34,6040.0
Hewlett-Packard,38.62,70280.0
International Business Machines,156.95,155960.0
Intel,36.09,175990.0
King Digital Enter.,12.52,4010.0
Netflix,348.8,20580.0
Nokia,7.67,28910.0
QUALCOMM,72.48,117430.0
Weibo,12.97,2600.0
Zynga,2.63,2340.0
Nuance Communications,13.32,4350.0
Tesla Motors,191.93,24200.0
Koninklijke Philips,29.31,26760.0
Samsung Electronics,1288.33250985,207869.448972
LG Electronics,55.4121509612,9586.30211628
Daum Kakao,141.300984951,8108.64475732
Naver,720.357962495,23328.5155547
HTC,5.05283228728,4152.22054501
Hon Hai Precision Industry,2.71073329626,39405.7360769
Hitachi,7.57424857632,36007.0481882
NEXON,9.64444103952,4100.29197205
Panasonic,11.397975774,26898.8823344
Rakuten,13.5771257353,17705.5934353
Sony,22.1107110328,25281.5444725
Lenovo Group,1.33881931099,14814.7192736
Tencent Holdings,16.6127097548,154776.798958
