Apple,127.64,739800.0
Google,542.5,374570.0
Facebook,75.52,212100.0
Twitter,48.03,30790.0
Cisco Systems,29.29,150570.0
Microsoft,43.54,362190.0
Oracle,43.84,193110.0
Yahoo!,43.6,41830.0
Adobe Systems,77.09,38210.0
Alibaba Group Holding,86.85,221040.0
Amazon.com,375.3,177270.0
AMD,3.11,2440.0
Baidu,208.86,74400.0
BlackBerry,10.37,5320.0
Activision Blizzard,23.5,16670.0
Electronic Arts,56.75,17500.0
eBay,56.41,68380.0
GoPro,50.89,5900.0
Hewlett-Packard,38.53,70580.0
International Business Machines,160.96,159260.0
Intel,34.72,163060.0
King Digital Enter.,15.9,5250.0
Netflix,469.96,28320.0
Nokia,8.04,29420.0
QUALCOMM,70.73,116850.0
Weibo,13.43,2700.0
Zynga,2.33,2040.0
Nuance Communications,14.1,4650.0
Tesla Motors,204.28,25750.0
Koninklijke Philips,28.64,26750.0
Samsung Electronics,1241.88871703,204095.436938
LG Electronics,54.653926109,9226.23208077
Daum Kakao,125.631879653,7431.49094287
Naver,605.161459061,19886.4533119
HTC,4.69892098851,3923.36170617
Hon Hai Precision Industry,2.7149321267,39869.6326298
Hitachi,6.54502747368,31374.5228808
NEXON,9.2026341177,3870.97856634
Panasonic,11.7822239,28438.4044293
Rakuten,14.7938425402,19378.3817793
Sony,26.2153433161,30535.6318946
Lenovo Group,1.53624084957,17151.2527065
Tencent Holdings,16.8445200536,157232.704403
