Apple,128.46,748250.0
Google,558.4,381500.0
Facebook,78.97,221040.0
Twitter,48.08,30510.0
Cisco Systems,29.51,150640.0
Microsoft,43.85,359740.0
Oracle,43.82,192430.0
Yahoo!,44.28,41950.0
Adobe Systems,79.1,39420.0
Alibaba Group Holding,85.12,211720.0
Amazon.com,380.16,176540.0
AMD,3.11,2420.0
Baidu,203.75,71530.0
BlackBerry,10.81,5730.0
Activision Blizzard,23.32,16860.0
Electronic Arts,57.18,17730.0
eBay,57.91,70070.0
GoPro,41.98,5420.0
Hewlett-Packard,34.84,63670.0
International Business Machines,161.94,160070.0
Intel,33.25,157470.0
King Digital Enter.,15.79,4980.0
Netflix,474.91,28730.0
Nokia,8.01,29590.0
QUALCOMM,72.51,119610.0
Weibo,13.34,2700.0
Zynga,2.3,2100.0
Nuance Communications,14.3,4650.0
Tesla Motors,203.34,25570.0
Koninklijke Philips,29.93,28020.0
Samsung Electronics,1232.46552139,203851.79534
LG Electronics,56.1284961105,9708.95830779
Daum Kakao,120.885159099,7356.64754847
Naver,600.338769078,20198.992775
HTC,4.8653289662,3916.43082011
Hon Hai Precision Industry,2.7697395618,40385.410373
Hitachi,6.83774972833,33102.0646995
NEXON,10.3485747722,4463.42890579
Panasonic,12.4968653348,30427.1503803
Rakuten,16.6513416367,21733.6788431
Sony,28.5421716961,32767.7004096
Lenovo Group,1.54215127524,16988.1630864
Tencent Holdings,17.5232741058,165046.290327
