Apple,126.44,728420.0
Google,523.4,365820.0
Facebook,87.29,245120.0
Twitter,35.71,23390.0
Cisco Systems,27.33,139000.0
Microsoft,44.4,359180.0
Oracle,40.36,175000.0
Yahoo!,39.38,36960.0
Adobe Systems,80.75,40180.0
Alibaba Group Holding,82.05,204810.0
Amazon.com,437.71,203830.0
AMD,2.53,1970.0
Baidu,197.03,69200.0
BlackBerry,7.96,4270.0
Activision Blizzard,24.63,17890.0
Electronic Arts,67.8,21160.0
eBay,61.85,75140.0
GoPro,51.75,6960.0
Hewlett-Packard,30.69,55440.0
International Business Machines,164.96,162570.0
Intel,30.56,144950.0
King Digital Enter.,14.33,4520.0
Netflix,658.31,39910.0
Nokia,6.73,24830.0
QUALCOMM,63.11,102840.0
Weibo,16.76,3460.0
Zynga,2.84,2610.0
Nuance Communications,17.2,5400.0
Tesla Motors,280.02,35400.0
Koninklijke Philips,25.83,24320.0
Samsung Electronics,1129.97874606,185715.749747
LG Electronics,42.4633180204,7253.96450548
Daum Kakao,124.048139946,7334.16804424
Naver,546.275213987,18384.4333843
HTC,2.38912269343,1978.31013273
Hon Hai Precision Industry,3.14988669472,47911.9456135
Hitachi,6.54649033571,31576.8056968
NEXON,13.9409969481,6119.30824008
Panasonic,13.5829094608,33448.6266531
Rakuten,16.6022380468,23926.7548321
Sony,28.512716175,32960.3255341
Lenovo Group,1.32081312558,15131.3073986
Tencent Holdings,19.9927768032,189608.915489
