Apple,124.75,726640.0
Google,524.05,359630.0
Facebook,80.78,226090.0
Twitter,50.66,32820.0
Cisco Systems,27.92,142500.0
Microsoft,41.62,341400.0
Oracle,43.0,187780.0
Yahoo!,44.45,41610.0
Adobe Systems,73.15,36590.0
Alibaba Group Holding,81.9,203710.0
Amazon.com,375.56,174400.0
AMD,2.58,2000.0
Baidu,207.87,73000.0
BlackBerry,9.89,5220.0
Activision Blizzard,22.81,16490.0
Electronic Arts,56.03,17370.0
eBay,55.79,67650.0
GoPro,44.62,5760.0
Hewlett-Packard,32.53,59130.0
International Business Machines,160.67,158810.0
Intel,32.47,153980.0
King Digital Enter.,17.21,5430.0
Netflix,571.55,34580.0
Nokia,7.62,28420.0
QUALCOMM,67.11,110710.0
Weibo,14.78,3000.0
Zynga,2.45,2230.0
Nuance Communications,13.87,4510.0
Tesla Motors,206.79,26010.0
Koninklijke Philips,28.64,26610.0
Samsung Electronics,1337.76795723,216284.787733
LG Electronics,55.724954908,9521.2174611
Daum Kakao,105.637538691,6144.50661734
Naver,617.218457507,20287.9430203
HTC,4.15472317949,3388.19285645
Hon Hai Precision Industry,2.9727205385,43157.5896164
Hitachi,6.67787915738,32207.8795778
NEXON,13.791363579,5734.17987638
Panasonic,13.0975907161,31871.5048564
Rakuten,18.1978724299,24975.8230669
Sony,29.899508052,35823.9078333
Lenovo Group,1.70799040223,18774.9941949
Tencent Holdings,20.4984648727,189633.375474
