Apple,130.28,750550.0
Google,532.11,368100.0
Facebook,79.19,222380.0
Twitter,36.67,24010.0
Cisco Systems,29.31,149070.0
Microsoft,46.86,379080.0
Oracle,43.49,189920.0
Yahoo!,42.94,40290.0
Adobe Systems,79.09,39570.0
Alibaba Group Holding,89.38,223050.0
Amazon.com,429.23,199880.0
AMD,2.28,1770.0
Baidu,197.4,69330.0
BlackBerry,9.8,5190.0
Activision Blizzard,25.26,18340.0
Electronic Arts,62.76,19740.0
eBay,61.36,74540.0
GoPro,55.46,7460.0
Hewlett-Packard,33.39,60690.0
International Business Machines,169.68,167090.0
Intel,34.46,163480.0
King Digital Enter.,14.74,4650.0
Netflix,624.06,37830.0
Nokia,7.29,26880.0
QUALCOMM,69.68,113550.0
Weibo,15.85,3280.0
Zynga,2.95,2710.0
Nuance Communications,16.87,5290.0
Tesla Motors,250.8,31700.0
Koninklijke Philips,27.29,25380.0
Samsung Electronics,1174.20345972,195095.656705
LG Electronics,49.6812940495,8534.76118391
Daum Kakao,105.381840723,6279.78743953
Naver,547.123111684,18030.8059959
HTC,3.33841117557,2764.07480634
Hon Hai Precision Industry,3.21200531553,48293.5208894
Hitachi,6.84572947288,33101.1154512
NEXON,13.4740063625,5757.50010067
Panasonic,14.7465066645,36161.5592156
Rakuten,16.453912133,21906.3343132
Sony,31.103773205,36403.173197
Lenovo Group,1.59411878506,17623.0089637
Tencent Holdings,20.1328432321,188302.057135
