Apple,123.28,710220.0
Google,530.13,371110.0
Facebook,87.95,246980.0
Twitter,34.92,22860.0
Cisco Systems,27.28,138740.0
Microsoft,44.61,360880.0
Oracle,40.35,175000.0
Yahoo!,37.92,35590.0
Adobe Systems,80.59,40110.0
Alibaba Group Holding,80.31,201750.0
Amazon.com,443.51,206530.0
AMD,1.96,1520.0
Baidu,187.75,65940.0
BlackBerry,7.69,4080.0
Activision Blizzard,25.36,18420.0
Electronic Arts,72.07,22490.0
eBay,62.37,75770.0
GoPro,52.51,7070.0
Hewlett-Packard,30.65,55370.0
International Business Machines,166.97,164400.0
Intel,29.17,138380.0
King Digital Enter.,14.68,4630.0
Netflix,680.6,41260.0
Nokia,6.7,24600.0
QUALCOMM,62.73,102220.0
Weibo,15.46,3190.0
Zynga,2.65,2440.0
Nuance Communications,16.83,5280.0
Tesla Motors,259.15,32760.0
Koninklijke Philips,26.26,24790.0
Samsung Electronics,1112.34312119,179353.179985
LG Electronics,39.5372157848,6873.73271075
Daum Kakao,115.298472847,7262.47851959
Naver,540.71007956,18085.5152428
HTC,2.18582758398,1834.74111806
Hon Hai Precision Industry,3.01115481333,44812.6894062
Hitachi,6.1624307592,30221.5705442
NEXON,12.715868361,5438.90518084
Panasonic,12.8217660476,31117.6278918
Rakuten,15.9701857283,22075.5946562
Sony,27.8592375367,31850.7657217
Lenovo Group,1.25912738344,13009.2628428
Tencent Holdings,19.22233403,166421.549656
