Apple,128.77,741850.0
Google,533.85,369090.0
Facebook,80.42,225840.0
Twitter,37.1,24290.0
Cisco Systems,29.55,150840.0
Microsoft,48.29,390690.0
Oracle,44.15,192810.0
Yahoo!,44.75,42000.0
Adobe Systems,78.92,39480.0
Alibaba Group Holding,88.46,220750.0
Amazon.com,426.0,198380.0
AMD,2.32,1810.0
Baidu,192.98,67780.0
BlackBerry,10.33,5480.0
Activision Blizzard,25.42,18460.0
Electronic Arts,62.88,19490.0
eBay,59.41,72170.0
GoPro,50.09,6740.0
Hewlett-Packard,33.6,61070.0
International Business Machines,173.26,170610.0
Intel,32.99,156500.0
King Digital Enter.,15.07,4750.0
Netflix,613.25,37180.0
Nokia,6.9,25510.0
QUALCOMM,71.06,115800.0
Weibo,16.6,3430.0
Zynga,3.05,2810.0
Nuance Communications,17.1,5370.0
Tesla Motors,248.84,31450.0
Koninklijke Philips,28.33,26340.0
Samsung Electronics,1216.47213864,200911.432534
LG Electronics,52.529478714,9022.16836159
Daum Kakao,98.6079688141,5851.9682427
Naver,569.530137636,18772.3768668
HTC,3.4352399737,2844.18145957
Hon Hai Precision Industry,3.18211702827,46679.8159106
Hitachi,7.13129665642,34460.4060808
NEXON,13.9849026619,6044.20467139
Panasonic,14.240010037,34962.2566547
Rakuten,17.4811283274,23252.4099283
Sony,32.6202873095,38140.6436234
Lenovo Group,1.72097943597,19117.8367779
Tencent Holdings,20.8478468406,196093.608896
