Apple,124.5,709990.0
Google,623.56,438130.0
Facebook,96.95,272260.0
Twitter,35.41,23190.0
Cisco Systems,28.4,144440.0
Microsoft,45.94,371640.0
Oracle,39.0,169110.0
Yahoo!,38.85,36460.0
Adobe Systems,80.98,40300.0
Alibaba Group Holding,83.0,208580.0
Amazon.com,529.42,246540.0
AMD,1.67,1300.0
Baidu,206.25,72440.0
BlackBerry,7.33,3890.0
Activision Blizzard,26.18,19010.0
Electronic Arts,72.29,22560.0
eBay,28.23,34390.0
GoPro,62.17,8260.0
Hewlett-Packard,30.83,55660.0
International Business Machines,159.76,157310.0
Intel,28.06,133120.0
King Digital Enter.,15.93,5030.0
Netflix,109.34,46400.0
Nokia,6.74,25170.0
QUALCOMM,61.64,96850.0
Weibo,14.48,2990.0
Zynga,2.62,2410.0
Nuance Communications,18.02,5660.0
Tesla Motors,265.41,33550.0
Koninklijke Philips,26.31,25300.0
Samsung Electronics,1049.17640932,175713.572279
LG Electronics,35.1290555278,6172.12810367
Daum Kakao,109.015319341,6650.19058473
Naver,533.551876182,17952.9535298
HTC,2.24783312696,1861.12963139
Hon Hai Precision Industry,3.05743404134,46036.1304251
Hitachi,6.09749202375,29724.1629983
NEXON,14.5147611163,6205.64597553
Panasonic,12.5479584831,30935.7457292
Rakuten,16.5906061952,23504.7049796
Sony,29.8412826623,36185.9375631
Lenovo Group,1.182981578,12870.8911709
Tencent Holdings,19.5572526962,183187.986996
