Apple,123.59,719880.0
Google,547.32,374450.0
Facebook,78.05,218460.0
Twitter,46.66,30230.0
Cisco Systems,27.94,142630.0
Microsoft,41.38,339470.0
Oracle,42.38,186110.0
Yahoo!,42.87,40130.0
Adobe Systems,77.62,38880.0
Alibaba Group Holding,81.86,203610.0
Amazon.com,370.58,172090.0
AMD,2.75,2140.0
Baidu,204.45,71770.0
BlackBerry,9.81,5180.0
Activision Blizzard,22.99,16620.0
Electronic Arts,55.3,17140.0
eBay,59.07,71480.0
GoPro,40.13,5180.0
Hewlett-Packard,32.43,58940.0
International Business Machines,154.28,152490.0
Intel,30.93,146480.0
King Digital Enter.,14.9,4700.0
Netflix,438.4,26520.0
Nokia,7.7,28540.0
QUALCOMM,68.64,113230.0
Weibo,14.18,2870.0
Zynga,2.59,2360.0
Nuance Communications,13.87,4510.0
Tesla Motors,188.68,23730.0
Koninklijke Philips,28.17,26550.0
Samsung Electronics,1280.26571884,214385.195664
LG Electronics,52.282642602,9006.67372556
Daum Kakao,105.79546503,6124.53813338
Naver,571.154919182,18883.260328
HTC,4.57586468064,3762.62307498
Hon Hai Precision Industry,2.77707649583,41024.9936885
Hitachi,6.68122090868,32376.3232689
NEXON,9.78704123244,4177.78143922
Panasonic,12.5921654241,30481.5257239
Rakuten,17.2303002842,21996.1280224
Sony,26.5518803806,30975.8207357
Lenovo Group,1.41135263212,15513.2893788
Tencent Holdings,17.2040795302,160966.31297
