Apple,126.75,730210.0
Google,531.69,370610.0
Facebook,88.01,247150.0
Twitter,35.26,23090.0
Cisco Systems,28.28,143830.0
Microsoft,45.26,366130.0
Oracle,41.0,177740.0
Yahoo!,40.06,37590.0
Adobe Systems,82.74,41180.0
Alibaba Group Holding,83.29,207830.0
Amazon.com,438.1,204010.0
AMD,2.47,1920.0
Baidu,203.36,71430.0
BlackBerry,8.57,4530.0
Activision Blizzard,25.04,18180.0
Electronic Arts,67.63,21280.0
eBay,61.03,74150.0
GoPro,54.13,7280.0
Hewlett-Packard,30.55,55150.0
International Business Machines,165.49,162930.0
Intel,31.02,147160.0
King Digital Enter.,14.08,4440.0
Netflix,651.62,39500.0
Nokia,7.22,26910.0
QUALCOMM,64.67,105380.0
Weibo,17.73,3660.0
Zynga,2.94,2700.0
Nuance Communications,17.75,5570.0
Tesla Motors,267.09,33760.0
Koninklijke Philips,26.25,25110.0
Samsung Electronics,1138.07889077,192867.860848
LG Electronics,44.1250461955,7720.76993976
Daum Kakao,109.978672152,6287.03988174
Naver,585.959241103,19199.5155595
HTC,2.45782666194,2021.73983163
Hon Hai Precision Industry,3.19969035255,48059.8651743
Hitachi,6.70858691037,32673.5275683
NEXON,14.4523746942,6208.21286318
Panasonic,14.3472371055,35261.5297519
Rakuten,16.2437574557,21431.8930832
Sony,31.3673952162,36151.1555025
Lenovo Group,1.41117589392,15676.4356844
Tencent Holdings,20.6258706981,196068.314328
