Apple,121.3,697840.0
Google,625.61,444580.0
Facebook,94.01,267370.0
Twitter,31.0,20300.0
Cisco Systems,28.42,143930.0
Microsoft,46.7,379240.0
Oracle,39.94,173180.0
Yahoo!,36.67,35120.0
Adobe Systems,81.99,40450.0
Alibaba Group Holding,78.37,196820.0
Amazon.com,536.15,251050.0
AMD,1.93,1500.0
Baidu,172.66,61330.0
BlackBerry,7.74,4200.0
Activision Blizzard,25.79,18920.0
Electronic Arts,71.55,22560.0
eBay,28.12,34560.0
GoPro,62.1,8200.0
Hewlett-Packard,30.53,55130.0
International Business Machines,162.01,158670.0
Intel,28.95,137440.0
King Digital Enter.,15.53,4900.0
Netflix,114.31,47340.0
Nokia,7.05,25850.0
QUALCOMM,64.39,101200.0
Weibo,14.03,2840.0
Zynga,2.48,2270.0
Nuance Communications,18.13,5680.0
Tesla Motors,266.15,33720.0
Koninklijke Philips,27.81,26360.0
Samsung Electronics,1015.55905026,173921.986211
LG Electronics,34.7946813844,6444.72916283
Daum Kakao,103.612733482,6204.76584294
Naver,448.217201085,17174.5176095
HTC,2.23484848485,1850.37878788
Hon Hai Precision Industry,3.03977272727,45770.2020202
Hitachi,6.49128469981,29454.4867657
NEXON,13.726597805,5929.87411233
Panasonic,11.7575855391,30584.2479019
Rakuten,16.1031310523,22837.3143964
Sony,28.5103292447,36636.539703
Lenovo Group,1.08387096774,11943.2258065
Tencent Holdings,18.6322580645,176774.193548
