Apple,129.62,746740.0
Google,672.93,459210.0
Facebook,94.97,266700.0
Twitter,35.65,23360.0
Cisco Systems,28.18,143320.0
Microsoft,46.62,377140.0
Oracle,40.4,175180.0
Yahoo!,39.68,37240.0
Adobe Systems,82.1,40860.0
Alibaba Group Holding,83.37,209460.0
Amazon.com,483.01,224930.0
AMD,1.79,1390.0
Baidu,198.44,69700.0
BlackBerry,7.77,4130.0
Activision Blizzard,25.81,18740.0
Electronic Arts,73.47,22930.0
eBay,66.29,80530.0
GoPro,56.64,7620.0
Hewlett-Packard,30.37,54840.0
International Business Machines,172.51,169880.0
Intel,29.47,139810.0
King Digital Enter.,15.53,4900.0
Netflix,114.77,48700.0
Nokia,6.8,25400.0
QUALCOMM,64.34,104850.0
Weibo,14.54,3000.0
Zynga,2.71,2490.0
Nuance Communications,17.01,5340.0
Tesla Motors,274.66,34720.0
Koninklijke Philips,26.41,25240.0
Samsung Electronics,1134.39296937,183093.633056
LG Electronics,36.2484190213,6180.48583313
Daum Kakao,121.262696726,6971.51847844
Naver,549.3765185,18254.5995071
HTC,2.26951266555,1892.43924392
Hon Hai Precision Industry,3.05709142343,46611.8040375
Hitachi,6.24858939223,29501.8539416
NEXON,14.1383201677,5473.96421087
Panasonic,12.9050459455,32564.8879574
Rakuten,16.6854747703,22892.1489602
Sony,28.3330646461,32645.4941158
Lenovo Group,1.23348472337,13272.8633361
Tencent Holdings,19.8312345169,181926.094137
