Apple,127.1,740330.0
Google,540.01,370440.0
Facebook,82.04,229630.0
Twitter,51.94,33650.0
Cisco Systems,28.04,143140.0
Microsoft,41.72,342260.0
Oracle,43.51,190010.0
Yahoo!,45.18,42290.0
Adobe Systems,76.53,38290.0
Alibaba Group Holding,84.58,210380.0
Amazon.com,382.65,177700.0
AMD,2.76,2150.0
Baidu,214.79,75430.0
BlackBerry,9.54,5060.0
Activision Blizzard,22.92,16570.0
Electronic Arts,58.35,18090.0
eBay,57.34,69530.0
GoPro,45.25,5840.0
Hewlett-Packard,32.11,58360.0
International Business Machines,162.86,160970.0
Intel,31.93,151420.0
King Digital Enter.,16.9,5330.0
Netflix,454.57,27500.0
Nokia,8.06,29840.0
QUALCOMM,69.16,114080.0
Weibo,14.88,3020.0
Zynga,2.49,2270.0
Nuance Communications,14.22,4630.0
Tesla Motors,210.9,26520.0
Koninklijke Philips,29.1,27270.0
Samsung Electronics,1362.16740032,224556.495664
LG Electronics,54.0295928582,9032.3583323
Daum Kakao,98.7342813653,5686.36324159
Naver,594.23410081,19344.6054971
HTC,4.27309391204,3590.67921388
Hon Hai Precision Industry,2.97996287049,44171.3078548
Hitachi,6.72019970876,32785.521115
NEXON,11.8993135011,4896.27626378
Panasonic,13.0975660495,32203.0372374
Rakuten,19.6172248804,25462.8666528
Sony,30.6012065737,34865.8206782
Lenovo Group,1.66193548387,16952.2580645
Tencent Holdings,20.8774193548,189677.419355
