Apple,130.28,758850.0
Google,565.06,388490.0
Facebook,81.53,228960.0
Twitter,50.82,33260.0
Cisco Systems,28.82,147120.0
Microsoft,47.87,387250.0
Oracle,43.08,188130.0
Yahoo!,44.52,41680.0
Adobe Systems,76.54,38290.0
Alibaba Group Holding,84.57,210350.0
Amazon.com,445.1,206700.0
AMD,2.3,1790.0
Baidu,216.9,76170.0
BlackBerry,10.38,5480.0
Activision Blizzard,23.94,17380.0
Electronic Arts,59.89,18570.0
eBay,59.2,71920.0
GoPro,44.73,5780.0
Hewlett-Packard,33.26,60450.0
International Business Machines,169.78,167810.0
Intel,32.08,152130.0
King Digital Enter.,16.76,5290.0
Netflix,558.4,33850.0
Nokia,7.76,28590.0
QUALCOMM,68.24,111200.0
Weibo,17.2,3490.0
Zynga,2.52,2300.0
Nuance Communications,15.25,4960.0
Tesla Motors,218.43,27610.0
Koninklijke Philips,29.67,27680.0
Samsung Electronics,1310.04366812,217615.906346
LG Electronics,57.8834897333,9514.07600111
Daum Kakao,102.852364582,6215.7391062
Naver,619.715692651,20189.5382328
HTC,4.34542022004,3542.73810299
Hon Hai Precision Industry,3.07922661285,44593.4509472
Hitachi,7.03878186254,33818.457138
NEXON,13.8049970556,6010.34743838
Panasonic,14.1751493228,33986.7081686
Rakuten,18.1795238496,24396.3994279
Sony,31.454530159,37435.8542946
Lenovo Group,1.69032258065,18863.2258065
Tencent Holdings,20.8903225806,197419.354839
